id,question,choices,answerKey,prompt
Mercury_186270,What type of galaxy is the Milky Way?,"{'text': ['spiral', 'elliptical', 'irregular', 'oval'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    What type of galaxy is the Milky Way?
Options:
A. spiral
B. elliptical
C. irregular
D. oval

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_405939,One thing that all human cells have in common is that they,"{'text': ['control the brain.', 'make food.', 'move blood.', 'take in energy.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    One thing that all human cells have in common is that they
Options:
A. control the brain.
B. make food.
C. move blood.
D. take in energy.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_7012933,Which two systems of the body are interacting when a runner sprains his ankle?,"{'text': ['the nervous system and the digestive system', 'the digestive system and the circulatory system', 'the respiratory system and the nervous system', 'the muscular system and the nervous system'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Which two systems of the body are interacting when a runner sprains his ankle?
Options:
A. the nervous system and the digestive system
B. the digestive system and the circulatory system
C. the respiratory system and the nervous system
D. the muscular system and the nervous system

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
MCAS_2015_5_12,Jupiter is the largest planet in the solar system. It rotates on its axis once about every 10 hours. What time period on Earth would be 10 hours long if Earth rotated on its axis once every 10 hours?,"{'text': ['a day', 'a week', 'a month', 'a year'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    Jupiter is the largest planet in the solar system. It rotates on its axis once about every 10 hours. What time period on Earth would be 10 hours long if Earth rotated on its axis once every 10 hours?
Options:
A. a day
B. a week
C. a month
D. a year

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
MSA_2013_8_7,The elements sulfur (S) and oxygen (O2) combine to form a substance called sulfur dioxide (SO2). Sulfur dioxide is also formed when coal and oil are burned. Sulfur dioxide can best be described as,"{'text': ['a metal', 'an atom', 'a compound', 'a nonreactive gas'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    The elements sulfur (S) and oxygen (O2) combine to form a substance called sulfur dioxide (SO2). Sulfur dioxide is also formed when coal and oil are burned. Sulfur dioxide can best be described as
Options:
A. a metal
B. an atom
C. a compound
D. a nonreactive gas

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_SC_406619,Which is a major difference between the life cycles of different types of plants?,"{'text': ['the way they die', 'the energy they use', 'the way they reproduce', 'the way they make food'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Which is a major difference between the life cycles of different types of plants?
Options:
A. the way they die
B. the energy they use
C. the way they reproduce
D. the way they make food

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7058363,Sunlight passes through the windows of a car and causes the car seats to get hot. Which type of energy flow is involved in heating the seats?,"{'text': ['conduction', 'convection', 'insulation', 'radiation'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Sunlight passes through the windows of a car and causes the car seats to get hot. Which type of energy flow is involved in heating the seats?
Options:
A. conduction
B. convection
C. insulation
D. radiation

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_7010955,"When a large oak tree is cut down in a forest, it leaves a gap in the forest canopy which allows smaller trees to quickly grow in the available sunlight. Which interaction is best represented among the smaller trees?","{'text': ['parasitism', 'mutualism', 'competition', 'commensalism'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    When a large oak tree is cut down in a forest, it leaves a gap in the forest canopy which allows smaller trees to quickly grow in the available sunlight. Which interaction is best represented among the smaller trees?
Options:
A. parasitism
B. mutualism
C. competition
D. commensalism

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7044205,How long does it take for the Moon to rotate on its axis?,"{'text': ['one day', 'one year', 'one week', 'one month'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    How long does it take for the Moon to rotate on its axis?
Options:
A. one day
B. one year
C. one week
D. one month

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
NYSEDREGENTS_2004_4_29,What is one way that humans can maintain good health?,"{'text': ['sleep all day', 'exercise daily', 'eat snacks often', 'stay up late'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    What is one way that humans can maintain good health?
Options:
A. sleep all day
B. exercise daily
C. eat snacks often
D. stay up late

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
OHAT_2007_8_41,Which is an example of a group of cells with a common structure and function?,"{'text': ['stomach', 'muscle tissue', 'mitochondria', 'digestive system'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Which is an example of a group of cells with a common structure and function?
Options:
A. stomach
B. muscle tissue
C. mitochondria
D. digestive system

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_182315,"Sickle cell anemia is a genetic disease caused by an autosomal recessive gene. If each parent carries one sickle cell allele, what are the chances that their child will have sickle cell anemia?","{'text': ['no chance', 'one in four', 'two in four', 'three in four'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Sickle cell anemia is a genetic disease caused by an autosomal recessive gene. If each parent carries one sickle cell allele, what are the chances that their child will have sickle cell anemia?
Options:
A. no chance
B. one in four
C. two in four
D. three in four

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
ACTAAP_2012_7_8,Which statement describes animal embryos?,"{'text': ['display all the features of an adult', 'represent the earliest stage of development', 'have the same number of cells as a fertilized egg', 'have half the number of chromosomes as an adult'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Which statement describes animal embryos?
Options:
A. display all the features of an adult
B. represent the earliest stage of development
C. have the same number of cells as a fertilized egg
D. have half the number of chromosomes as an adult

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_7056350,The average temperature of the surface of Earth has increased approximately 1°C in the past century. Which reason best explains this increase in temperature?,"{'text': ['higher levels of oxygen in the atmosphere', 'lower levels of ozone in the atmosphere', 'higher levels of carbon dioxide in the atmosphere', 'lower levels of nitrogen in the atmosphere'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    The average temperature of the surface of Earth has increased approximately 1°C in the past century. Which reason best explains this increase in temperature?
Options:
A. higher levels of oxygen in the atmosphere
B. lower levels of ozone in the atmosphere
C. higher levels of carbon dioxide in the atmosphere
D. lower levels of nitrogen in the atmosphere

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7282573,"As the population in an area grows, water usage increases. Eventually, water usage can outstrip the supply. Which measure to increase the amount of available water demonstrates the best stewardship of the resource?","{'text': ['discovering new reservoirs of water in the aquifer', 'reducing water usage through conservation measures', 'combining hydrogen with oxygen to make water', 'piping in water from an aquifer elsewhere'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    As the population in an area grows, water usage increases. Eventually, water usage can outstrip the supply. Which measure to increase the amount of available water demonstrates the best stewardship of the resource?
Options:
A. discovering new reservoirs of water in the aquifer
B. reducing water usage through conservation measures
C. combining hydrogen with oxygen to make water
D. piping in water from an aquifer elsewhere

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
